title,description,url,content,category,tokens,topic
The world agreed to ban this dangerous pollutant — and it's working - Yahoo! Voices,,https://www.yahoo.com/news/world-agreed-ban-dangerous-pollutant-163132355.html,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",science,"['click', 'partners', 'including', '238', 'part', 'iab', 'transparency', 'amp', 'consent', 'framework', 'also', 'store', 'access', 'information', 'device', 'words', 'use', 'chars']",science
Scientists make and test efficient water-splitting catalyst predicted by theory - Phys.org,"Hydrogen (H2) is a promising fuel for reducing greenhouse gases, especially if produced by using renewable energy to split water molecules (H2O). But as simple as it may seem to break water into hydrogen and oxygen, the chemistry is complex.",https://phys.org/news/2024-06-scientists-efficient-catalyst-theory.html,"This article has been reviewed according to Science X's 
editorial process
and policies.
Editors have highlighted
the following attributes while ensuring the content's credibility:
fact-checked… [+7929 chars]",science,"['article', 'reviewed', 'according', 'science', 'x', 'editorial', 'process', 'policies', 'editors', 'highlighted', 'following', 'attributes', 'ensuring', 'content', 'credibility', 'chars']",science
Polarized light yields fresh insight into mysterious fast radio bursts - Ars Technica,Scientists looked at how polarization changed direction to learn more about origins,https://arstechnica.com/science/2024/06/polarized-light-yields-fresh-insight-into-mysterious-fast-radio-bursts/,"Enlarge/ Artists rendition of how the angle of polarized light from a fast radio burst changes as it journeys through space. 
5
Astronomers have been puzzling over the origins of mysterious fast ra… [+4023 chars]",science,"['artists', 'rendition', 'angle', 'polarized', 'light', 'fast', 'radio', 'burst', 'changes', 'journeys', 'space', '5', 'astronomers', 'puzzling', 'origins', 'mysterious', 'fast', 'chars']",science
Making The Jump To Warp Speed Might Actually Be Possible One Day - Jalopnik,,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vamFsb3BuaWsuY29tL21ha2luZy10aGUtanVtcC10by13YXJwLXNwZWVkLW1pZ2h0LWFjdHVhbGx5LWJlLXBvc3NpYmwtMTg1MTUzMjM0MtIBAA?oc=5,,science,[],science
"As NASA watches Starship closely, here's what the agency wants to see next - Ars Technica","""What happens if I don't have a Human Landing System available to execute a mission?""",https://arstechnica.com/space/2024/06/as-nasa-watches-starship-closely-heres-what-the-agency-wants-to-see-next/,"Enlarge/ The rocket for SpaceX's fourth full-scale Starship test flight awaits liftoff from Starbase, the company's private launch base in South Texas.
27
Few people were happier with the successfu… [+5785 chars]",science,"['rocket', 'spacex', 'fourth', 'starship', 'test', 'flight', 'awaits', 'liftoff', 'starbase', 'company', 'private', 'launch', 'base', 'south', 'texas', '27', 'people', 'happier', 'chars']",business
‘Once-in-a-lifetime’ explosion will bring a new star to the night sky - CNN,Astronomers are anticipating the appearance of a “new star” triggered by an explosive event that could appear in the night sky anytime between now and September.,https://www.cnn.com/2024/06/11/science/nova-new-star-nasa-scn/index.html,"Sign up for CNNs Wonder Theory science newsletter. Explore the universe with news on fascinating discoveries, scientific advancements and more.
Astronomers are expecting a new star to appear in the … [+6581 chars]",science,"['sign', 'cnns', 'wonder', 'theory', 'science', 'newsletter', 'explore', 'universe', 'news', 'fascinating', 'discoveries', 'scientific', 'advancements', 'astronomers', 'expecting', 'new', 'star', 'appear', 'chars']",science
[Removed],[Removed],https://removed.com,[Removed],science,['removed'],science
Last-Chance Northern Lights Forecast: Here's Where You Could See Aurora Borealis Tonight - Forbes,"The Northern Lights are expected to be the most visible in Canada and Alaska, though states like Iowa, Wisconsin, North Dakota, Michigan, Montana and Minnesota may also get a chance to see the aurora borealis tonight.",https://www.forbes.com/sites/ariannajohnson/2024/06/11/last-chance-northern-lights-forecast-heres-where-you-could-see-aurora-borealis-tonight/,"Following a strong solar flare on Monday and geomagnetic storm activity over the weekend, Tuesday night may be the last time the U.S. will witness the Northern Lights this week, though they wont be a… [+4044 chars]",science,"['following', 'strong', 'solar', 'flare', 'monday', 'geomagnetic', 'storm', 'activity', 'weekend', 'tuesday', 'night', 'may', 'last', 'time', 'witness', 'northern', 'lights', 'week', 'though', 'wont', 'chars']",science
Watch SpaceX's Starship Super Heavy booster splash down in this epic video - Space.com,"Starship aced its fourth test flight, with both of its stages coming softly back to Earth as planned.",https://www.space.com/spacex-starship-flight-4-super-heavy-landing-video,"Watching Starship come back to Earth last week was perhaps even more exciting than seeing it rise off the pad.
SpaceX launched its Starship megarocket for the fourth time ever on June 6, sending the… [+2752 chars]",science,"['watching', 'starship', 'come', 'back', 'earth', 'last', 'week', 'perhaps', 'even', 'exciting', 'seeing', 'rise', 'pad', 'spacex', 'launched', 'starship', 'megarocket', 'fourth', 'time', 'ever', 'june', '6', 'sending', 'chars']",science
Stoke Space ignites its ambitious main engine for the first time - Ars Technica,"""This industry is going toward full reusability. To me, that is the inevitable end state.""",https://arstechnica.com/space/2024/06/stoke-space-ignites-its-ambitious-main-engine-for-the-first-time/,"Enlarge/ A drone camera captures the hotfire test of Stoke Space's full-flow staged combustion engine at the company's testing facility in early June.
138
On Tuesday, Stoke Space announced the firi… [+4123 chars]",science,"['drone', 'camera', 'captures', 'hotfire', 'test', 'stoke', 'space', 'staged', 'combustion', 'engine', 'company', 'testing', 'facility', 'early', 'june', '138', 'tuesday', 'stoke', 'space', 'announced', 'chars']",business
Chinese astronomers discover a high-velocity star ejected from globular cluster Messier 15 - Phys.org,"Chinese astronomers report the discovery of a new high-velocity star about 4,200 light years away. The newfound star, designated J0731+3717, turned out to be ejected from the globular cluster Messier 15 by an intermediate-mass black hole. The finding was pres…",https://phys.org/news/2024-06-chinese-astronomers-high-velocity-star.html,"This article has been reviewed according to Science X's 
editorial process
and policies.
Editors have highlighted
the following attributes while ensuring the content's credibility:
fact-checked… [+393 chars]",science,"['article', 'reviewed', 'according', 'science', 'x', 'editorial', 'process', 'policies', 'editors', 'highlighted', 'following', 'attributes', 'ensuring', 'content', 'credibility', 'chars']",science
Pseudomagic quantum states: A path to quantum supremacy - Phys.org,"A new study in Physical Review Letters (PRL) introduces the concept of pseudomagic quantum states, which appear to have high stabilizerness (or complexity) and can move us closer to achieving quantum supremacy.",https://phys.org/news/2024-06-pseudomagic-quantum-states-path-supremacy.html,"This article has been reviewed according to Science X's 
editorial process
and policies.
Editors have highlighted
the following attributes while ensuring the content's credibility:
fact-checked… [+6310 chars]",science,"['article', 'reviewed', 'according', 'science', 'x', 'editorial', 'process', 'policies', 'editors', 'highlighted', 'following', 'attributes', 'ensuring', 'content', 'credibility', 'chars']",science
What's the difference between a rock and a mineral? - Livescience.com,"Rocks and minerals are closely related, but there are fundamental differences between the two.",https://www.livescience.com/planet-earth/geology/whats-the-difference-between-a-rock-and-a-mineral,"Rocks and minerals hold precious clues about how Earth formed and evolved over billions of years — but what is the difference between the two?
In essence, rocks are aggregates of two or more mineral… [+4953 chars]",science,"['rocks', 'minerals', 'hold', 'precious', 'clues', 'earth', 'formed', 'evolved', 'billions', 'years', 'difference', 'two', 'essence', 'rocks', 'aggregates', 'two', 'chars']",science
The strongest solar radiation storm since 2017 just occurred - MLive.com,"The strongest solar radiation storm since 2017 occurred on June 8, 2024.",https://www.mlive.com/weather/2024/06/the-strongest-solar-radiation-storm-since-2017-just-occurred.html,"The strongest solar radiation storm in nearly seven years just occurred, according to the Space Weather Prediction Center.
On Saturday, June 8, an S3 solar radiation storm impacted Earth, the strong… [+433 chars]",science,"['strongest', 'solar', 'radiation', 'storm', 'nearly', 'seven', 'years', 'occurred', 'according', 'space', 'weather', 'prediction', 'center', 'saturday', 'june', '8', 's3', 'solar', 'radiation', 'storm', 'impacted', 'earth', 'chars']",science
Mars: 'Impossible' Discovery As Frost Found Near Equator - Forbes,"Frost has been spotted near Mars's equator for the first time, on its largest volcanoes, challenging previous beliefs about the martian climate.",https://www.forbes.com/sites/jamiecartereurope/2024/06/11/mars-impossible-discovery-as-frost-found-near-equator/,"This image shows Olympus Mons, the tallest volcano not only on Mars but in the entire Solar System. ... [+] The volcano measures some 600 km across. It was obtained in the early morning (7:20am Local… [+4007 chars]",science,"['image', 'shows', 'olympus', 'mons', 'tallest', 'volcano', 'mars', 'entire', 'solar', 'system', 'volcano', 'measures', '600', 'km', 'across', 'obtained', 'early', 'morning', 'chars']",science
